"FIGO Ovario: El Estadio III se define por la afección de ovarios, trompas y _____.",Peritoneo y/o ganglios retroperitoneales.
FIGO Ovario: ¿Qué hallazgo define el Estadio IV?,"Afección extraperitoneal, incluyendo cultivo positivo en derrame pleural."
¿Cuál es el objetivo principal de la cirugía primaria en cáncer de ovario?,"Diagnóstico, estadificación y citorreducción máxima."
¿Qué esquema de quimioterapia adyuvante es el estándar de elección para cáncer de ovario?,Paclitaxel más Carboplatino (o Cisplatino).
Mencione dos criterios de irresecabilidad de Nelson para cáncer de ovario.,"Enfermedad >2 cm en mesenterio/diafragma y niveles de CA 125 > 1,000 U/ml."
¿Qué marcadores tumorales se elevan característicamente en un teratoma de ovario?,Alfafetoproteína (AFP) y CA 125.
¿Cuál es el tumor germinal maligno más frecuente y a qué síndrome se asocia?,"Disgerminoma, asociado al Síndrome de Morris."
¿Qué marcadores eleva el disgerminoma de ovario?, CA 125 y β-HCG.
Concepto: Tumor de la granulosa,"Definición: Tumor de cordones sexuales que secreta estrógenos, presenta cuerpos de Call-Exner y eleva inhibina A y B."
Concepto: Síndrome de Meigs,"Definición: Tríada de tumor ovárico (frecuentemente tecoma), ascitis e hidrotórax."
¿Qué hallazgo histológico es patognomónico de los tumores de células lipídicas (Sertoli-Leydig)?,Cristaloides de Reinke.
¿Cuál es el síntoma clínico predominante de un tumor de Sertoli-Leydig?,Virilización (por secreción de andrógenos).
¿Cuál es la localización más frecuente del cáncer de vagina?,Tercer superior de la vagina.
¿Qué exposición intrauterina se asocia con el adenocarcinoma de células claras de vagina en adolescentes?,Uso materno de dietilestilbestrol (DES).
¿Cuál es el tipo histológico más común de cáncer de vagina en adultas?,Carcinoma epidermoide.
¿Cuál es la técnica de biopsia recomendada para el diagnóstico definitivo de cáncer de vagina?,Técnica de Tischler.
¿Dónde se origina más frecuentemente el cáncer de vulva?,En los labios mayores.
El cáncer de vulva tipo II se asocia principalmente con la patología vulvar crónica denominada _____.,Liquen escleroso
¿Cuál es el estudio inicial (test) para identificar áreas acetoblancas en la vulva?,Test de Collins (ácido acético).
¿Cuál es el segundo tipo histológico más frecuente de cáncer de vulva?,Melanoma vulvar.
¿Qué síndrome se asocia con el gonadoblastoma de ovario?,Síndrome de Swyer.
¿A qué se refiere el término 'Tumor de Krukenberg'?,Metástasis ovárica de un cáncer primario de origen gástrico.
¿Cuál es el tiempo promedio de recurrencia del cáncer de ovario?,15 meses.
¿Qué índice se utiliza en el cáncer de ovario para medir el volumen tumoral peritoneal?,Índice de Carcinomatosis Peritoneal (ICP).
