¿Cuál es la consecuencia clínica de la deficiencia de Vitamina B2 (Riboflavina)?,"Lesiones cutaneomucosas, oculares y nerviosas."
¿Qué patología resulta de la deficiencia de Vitamina B1 (Tiamina)?,Beriberi.
¿Cómo se realiza el diagnóstico laboratorial del Beriberi?,Mediante la prueba enzimática de la transcetolasa.
Nombre la triada clásica de la Pelagra (deficiencia de B3).,"Diarrea, dermatitis y demencia."
¿Cuál es el precursor endógeno de la Niacina (Vitamina B3)?,El triptófano.
¿Qué deficiencia vitamínica causa el Escorbuto?,Deficiencia de Vitamina C (ácido ascórbico).
¿Qué hallazgo radiográfico en huesos largos sugiere Raquitismo?,Metáfisis en copa de champán.
¿Cómo se define clínicamente el sobrepeso en niños de $2$ a $18$ años?,$IMC$ entre el percentil $85$ y $95$ para la edad y el sexo.
¿A partir de qué percentil de $IMC$ se diagnostica obesidad en niños mayores de $2$ años?,Percentil $> 95$.
¿Cuál es el tiempo máximo recomendado frente a pantallas para prevenir obesidad?,$2$ horas diarias (evitar en menores de $2$ años).
¿Cuál es el tratamiento farmacológico a largo plazo (más de $3$ meses) para la obesidad infantil?,Orlistat.
¿Cuáles son los criterios para cirugía bariátrica (Bypass gástrico) en adolescentes?,$IMC > 40$ o $IMC > 35$ con comorbilidad y madurez puberal.
¿Cuándo se considera que la talla es baja con respecto a la población?,Cuando se encuentra por debajo del percentil $3$ o por debajo de $-2$ desviaciones estándar.
¿Qué caracteriza a la talla baja familiar?,Hipocrecimiento evolutivo postnatal con edad ósea normal y pronóstico de talla adulta baja.
¿Qué zona anatómica se utiliza para valorar la edad ósea en menores de $2$ años?,Pie y tobillo (tibia izquierda).
¿Qué zona anatómica se utiliza para valorar la edad ósea en mayores de $2$ años?,Muñeca de la mano no dominante.
¿Cuál es la fórmula para calcular la Talla Blanco Familiar en niños?,$(\text{Talla materna} + \text{Talla paterna}) / 2 + 6.5$.
¿Cuál es la fórmula para calcular la Talla Blanco Familiar en niñas?,$(\text{Talla materna} + \text{Talla paterna}) / 2 - 6.5$.
¿Cuál es el primer signo físico de la pubertad en las mujeres?,El botón mamario (telarquia).
¿Cuánto tiempo después de la telarquia suele presentarse la menarquia?,$18$ - $24$ meses después.
¿Cuál es el primer signo de pubertad en los hombres?,Crecimiento del volumen testicular mayor a $4$ mL.
¿En qué estadio de Tanner se produce la máxima velocidad de crecimiento?,Estadio III.
¿A partir de qué edad se considera pubertad precoz en niñas?,Antes de los $8$ años de edad.
¿A partir de qué edad se considera pubertad precoz en niños?,Antes de los $9$ años de edad.
¿Qué es la telarquia precoz?,Aumento uni o bilateral de la glándula mamaria sin otros signos de desarrollo puberal.
¿Cómo se define la menarquia prematura aislada?,Sangrado vaginal en niñas entre $1$ y $9$ años sin otros signos de desarrollo puberal.
¿Qué marcador antropométrico es el mejor para determinar la edad gestacional?,El perímetro cefálico.
¿Cuál es el parámetro más importante para valorar el crecimiento de un niño?,La velocidad de crecimiento.
¿A qué proceso de adaptación fisiológica por baja ingesta calórica se le conoce como 'homeorrexis'?,A la movilización y almacenamiento de energía para mantener funciones vitales.
¿Qué clasificación distingue específicamente entre Marasmo y Kwashiorkor?,La clasificación de Wellcome.
¿Qué hormona es la encargada de inhibir la hormona del crecimiento?,La somatostatina.
¿Cada cuánto tiempo se debe registrar la talla en pacientes que reciben glucocorticoides sistémicos?,Cada $4$ - $6$ meses.
¿Para qué diagnóstico se utiliza específicamente la 'prueba de la galleta'?,Para el diagnóstico de la lesión del plexo braquial.
¿Qué déficit vitamínico produce dermatitis seborreica y anemia?,Deficiencia de Vitamina B6 (Piridoxina).
¿Qué consecuencia tiene la deficiencia de Vitamina E?,"Distrofia muscular progresiva, abortos y atrofia testicular."
"En el contexto de talla baja, ¿qué sugiere una edad ósea avanzada?",Pubertad precoz.
"En el contexto de talla baja, ¿qué sugieren enfermedades crónicas respecto a la edad ósea?",Edad ósea disminuida.
¿Qué dosis de Vitamina D2 se recomienda para el tratamiento del raquitismo?,$2000$ UI por $3$ meses.
¿Qué factor de riesgo para obesidad se relaciona con un peso al nacer elevado?,Productos macrosómicos.
¿Cuál es el tratamiento inicial recomendado para la obesidad?,"Cambios en el estilo de vida (ejercicio $30$ minutos, $10$ de ellos intensos)."
"En el marasmo, ¿qué sucede con la piel del paciente?","Se vuelve seca y pegadiza, pareciendo que 'retrata a los huesos'."
¿Qué hallazgo cutáneo es clásico del Kwashiorkor?,Descamación cutánea rojo-marrón y difusa (signo de esmalte descascarillado).
La suplementación diaria con _____ y _____ ha demostrado reducir la incidencia de desnutrición.,Vitamina A; Zinc
El indicador de _____ utiliza el peso para la talla para valorar procesos agudos y talla para la edad para crónicos.,Waterloo
