Criterios para clasificar el cáncer de próstata como de Riesgo Intermedio:,"Estadio $T2b$, APE de $10$ a $20\ ng/ml$ y Gleason de $7$."
Criterios para clasificar el cáncer de próstata como de Alto Riesgo:,"Estadio $T2c$-$T3$, APE $> 20\ ng/ml$ y Gleason de $8$ a $10$."
Opciones de tratamiento para pacientes con cáncer de próstata de bajo riesgo:,"Vigilancia activa, prostatectomía radical, radioterapia externa o braquiterapia."
Tratamiento quirúrgico indicado para el cáncer de próstata de alto riesgo:,Prostatectomía radical con linfadenectomía pélvica extendida.
Porcentaje que representa el cáncer renal dentro de todos los tumores malignos:,Del $2\%$ al $3\%$.
¿En qué porcentaje de los casos se detecta el cáncer renal de forma incidental?,$50\%$.
Sitio más común de diseminación metastásica del cáncer renal:,Pulmón.
Menciona dos enfermedades hereditarias asociadas al cáncer renal:,Enfermedad de Von Hippel-Lindau y Síndrome de Birt-Hogg-Dubé.
Cromosoma cuya mutación se asocia frecuentemente con el cáncer renal:,Cromosoma $3$.
Componentes de la tríada clásica del cáncer renal:,"Dolor en fosa renal, hematuria macroscópica y masa abdominal palpable."
¿Qué porcentaje de pacientes con cáncer renal presenta la tríada clásica?,Del $6\%$ al $10\%$.
Síndrome paraneoplásico más frecuente en el cáncer renal:,Síndrome anémico ($88\%$).
¿En qué consiste el Síndrome de Stauffer en el contexto del cáncer renal?,Disfunción hepática no metastásica asociada a carcinoma de células renales.
Tipo histológico de cáncer renal más frecuente y su porcentaje de aparición:,Cáncer de células claras ($80\%$ de los carcinomas de células renales).
Origen anatómico preciso del cáncer de células claras renales:,Túbulos proximales.
Característica distintiva del cáncer papilar renal:,Es frecuentemente bilateral y multifocal.
Tumor renal de carácter benigno mencionado en la clasificación histológica:,Oncocitoma.
"En cáncer renal, un tumor confinado al riñón menor a $7\ cm$ se clasifica como estadio:",Estadio $I$ ($T1$).
Tratamiento quirúrgico de elección para el cáncer renal Estadio $I$ ($T1$):,Nefrectomía parcial.
Un tumor renal mayor a $7\ cm$ confinado al riñón se clasifica como estadio:,Estadio $II$ ($T2$).
Tratamiento indicado para cáncer renal en estadios $II$ ($T2$) y $III$ ($T3$):,Nefrectomía radical (abierta o laparoscópica).
Definición del estadio $IV$ ($T4$) en cáncer renal:,Invasión más allá de la fascia renal con afección de la glándula suprarrenal.
Tratamiento quirúrgico indicado en el estadio $IV$ del cáncer renal:,Nefrectomía citorreductora.
¿Por qué el estadio $IV$ del cáncer renal tiene una supervivencia de solo el $10\%$?,Debido a la resistencia a la quimioterapia.
Estudio de elección para el diagnóstico y estadificación del cáncer renal:,TAC abdominopélvica simple y contrastada.
Indicación específica para realizar una biopsia renal en masas pequeñas:,Masas renales menores a $3\ cm$.
Utilidad de la Resonancia Magnética (RM) en el diagnóstico de cáncer renal:,Determinar metástasis a vena cava o en pacientes con alergia al medio de contraste.
Ejemplos de terapias dirigidas (blanco molecular) para el cáncer de células claras:,"Sunitinib, pazopanib y bevacizumab."
¿Cuál es la única opción de tratamiento curativo para el cáncer renal?,Tratamiento quirúrgico (nefrectomía parcial o total).
Factor de riesgo para tumores testiculares que aumenta el riesgo de $2$ a $8$ veces:,Criptorquidia.
Síndrome genético asociado a un mayor riesgo de tumores testiculares:,Síndrome de Klinefelter.
¿Cuál es la tasa de curación general de los tumores testiculares?,$90\%$.
Tipo de tumor testicular más frecuente ($95\%$ de los casos):,Tumores de células germinales.
Menciona los tres tipos de seminomas:,"Típico, anaplásico y espermatocítico."
¿Qué síntoma clínico suele acompañar a los tumores no seminomatosos?,Ginecomastia.
Hallazgo clínico considerado patognomónico de tumor de testículo:,Masa testicular sólida sin dolor.
Periodicidad y edad de inicio recomendada para la autoexploración testicular:,Una vez al mes a partir de los $15$ años.
Marcadores tumorales esenciales para el abordaje de tumores testiculares:,"$\alpha$-fetoproteína (AFP), $\beta$-HCG y deshidrogenasa láctica (DHL)."
Estudio de imagen inicial ante la sospecha de un tumor testicular:,USG Doppler testicular.
Estudio utilizado para evaluar la extensión tumoral en cáncer de testículo:,TAC toracoabdominal.
¿Qué tumores testiculares germinales elevan la $\beta$-HCG?,Coriocarcinoma y seminoma.
¿Qué tumores testiculares germinales elevan la $\alpha$-fetoproteína?,Carcinoma embrionario y tumor del seno endodérmico.
Definición del estadio $II$ en tumores testiculares:,Enfermedad extendida a los ganglios linfáticos retroperitoneales.
¿Por qué la orquiectomía debe realizarse vía inguinal y no transescrotal?,Porque el abordaje transescrotal tiene mayor riesgo de recurrencia.
Esquema de quimioterapia estándar utilizado en cáncer de testículo:,"Bleomicina, etopósido y platino."
Tratamiento para un tumor testicular Estadio $I$ con lesión $> 4\ cm$:,Orquiectomía más inicio de radioterapia y quimioterapia.
¿Qué indica el estadio $III$ en el cáncer de testículo?,Afectación de ganglios supradiafragmáticos u otros órganos.
Tumor de células germinales no seminomatoso más frecuente en niños:,Tumor de Yolk Sac (carcinoma embrionario).
Ejemplos de tumores estromales del testículo:,Tumores de células de Leydig y tumores de células de Sertoli.
Definición del estadio $I$ en tumores testiculares:,Enfermedad limitada al testículo y al cordón espermático.
¿Cuál es la principal complicación clínica de las metástasis óseas por cáncer de próstata?,Compresión medular.
"En el contexto de cáncer renal, ¿qué estudio identifica quistes simples inicialmente?",Ultrasonido (USG) renal.
