¿Qué porcentaje de las fracturas corresponde a la fractura de húmero proximal, frecuentemente asociada a osteoporosis?,6% de todas las fracturas.
¿Qué nervios deben valorarse tras una lesión traumática en el antebrazo?,"Nervio radial, mediano y ulnar."
¿En qué casos de fractura de antebrazo se indica una angiografía?,Cuando existe sospecha de lesiones vasculares.
¿Cuál es el manejo inicial para fracturas de radio y cúbito no desplazadas con mínima inflamación?,Inmovilización con férula o yeso con reducción cerrada.
"¿Cómo se denomina la fractura distal del radio con desplazamiento dorsal y radial del fragmento, conocida como deformidad ""en tenedor""?",Fractura de Pouteau-Colles.
¿Cuál es el mecanismo de producción típico de la fractura de Colles?,Hiperextensión de la muñeca.
"¿Cómo se denomina la fractura de radio distal con desplazamiento palmar del fragmento, conocida como deformidad ""en pala de jardinero""?",Fractura de Goyrand-Smith.
¿Qué mecanismo de lesión produce la fractura de Smith?,Hiperflexión de la muñeca.
Definición: Fractura de Bennett,Fractura oblicua intraarticular e inestable de la base del primer metacarpiano con desplazamiento proximal de la diáfisis.
Definición: Fractura de Rolando,Fractura intraarticular conminuta de la base del primer metacarpiano.
¿Cuál es el tratamiento inicial recomendado para la fractura de Rolando?,Tratamiento conservador y movilización precoz.
"¿En qué consiste la denominada ""Fractura del boxeador""?","Fractura del cuello del quinto metacarpiano, usualmente por dar un puñetazo."
Concepto: Lesión de Galeazzi,Fractura de la diáfisis radial distal asociada a luxación de la articulación radiocubital distal (cabeza del cúbito).
Concepto: Lesión de Monteggia,Fractura de la diáfisis cubital proximal asociada a luxación de la articulación radiocubital proximal (cabeza del radio).
¿Cuál es el tipo más frecuente de la lesión de Monteggia según la clasificación de Bado?,Tipo I (cabeza radial desplazada a anterior).
¿Cuáles son las dos maniobras clínicas utilizadas para diagnosticar el síndrome de pinzamiento del manguito rotador?,Maniobra de Neer y maniobra de Hawkins.
¿Qué signos clínicos son positivos en la sospecha de tendinitis bicipital?,Signo de Speed y signo de Yergason.
¿Cuál es la recomendación terapéutica inicial para el síndrome de hombro doloroso?,Manejo fisioterapéutico para mantener arcos de movilidad.
¿Cuántas infiltraciones subacromiales de cortisona se recomiendan como máximo para el control del dolor en el hombro?,Dos a tres infiltraciones.
¿En qué pacientes está contraindicado realizar fisioterapia de hombro?,"Pacientes con fracturas inestables, luxaciones agudas o inestabilidad."
"La tríada de músculos del manguito rotador incluye al supraespinoso, infraespinoso, redondo menor y _____.",Subescapular.
¿Cuál es la característica principal del dolor en el síndrome crónico del manguito rotador?,Dolor nocturno en la cara anterior y lateral del hombro con irradiación al cuello.
¿Qué rangos de abducción se ven limitados típicamente en la patología crónica del manguito rotador?,De $30^{\circ}$ a $60^{\circ}$.
¿Cuál es el fármaco y dosis utilizados habitualmente para la infiltración intraarticular en patología de hombro?,2 ml de corticoesteroide y 2 ml de lidocaína al 2% sin epinefrina.
¿Cuál es la diferencia mecánica entre la ruptura crónica y la aguda del manguito rotador?,"La crónica es por uso excesivo progresivo, mientras la aguda es por caída sobre el brazo en extensión o movimientos bruscos."
"¿Qué tipo de luxación glenohumeral es la más frecuente, representando el 90% de los casos?",Luxación anterior.
¿En qué contexto clínico son frecuentes las luxaciones de hombro posteriores?,Pacientes con descargas eléctricas o crisis convulsivas.
¿Cuál es la apariencia física característica de un hombro con luxación glenohumeral anterior?,Hombro en charretera.
¿Qué nervio suele lesionarse en asociación con una luxación glenohumeral anterior?,Nervio axilar.
Concepto: Lesión de Bankart,Daño al rodete glenoideo en su porción antero-inferior tras una luxación.
Concepto: Lesión de Hill-Sachs,Daño o fractura por impactación en la parte posterior de la cabeza humeral.
¿Cuáles son las dos técnicas de reducción cerrada más comunes para la luxación de hombro?,Técnica de Hipócrates y técnica de tracción-contracción.
"¿Qué estructura anatómica se subluxa en el llamado ""codo de niñera""?",La cabeza del radio fuera del ligamento anular.
¿Cuál es la presentación clínica típica de un niño con codo de niñera?,"Codo en semiextensión, antebrazo en pronación y ausencia de movilidad activa."
"¿Qué estudio diagnóstico confirma el codo de niñera, dado que la radiografía suele ser normal?",Ultrasonografía (USG).
¿Cuál es la maniobra de tratamiento para reducir el codo de niñera?,Supinación forzada del antebrazo en extensión seguida de flexión.
¿Qué signo clínico se utiliza para evaluar la anatomía normal del codo y se pierde en las luxaciones?,Triángulo de Nélaton.
"En una luxación de codo, ¿qué nervios corren mayor riesgo de lesión?",Nervio cubital y nervio mediano.
¿Qué mecanismo lesional define al esguince cervical?,Lesión combinada entre extensión y flexión de la columna (fenómeno de latigazo).
¿Cuál es el manejo no farmacológico del esguince cervical durante las primeras 48 horas?,Crioterapia.
"En el tratamiento del esguince cervical grado I, ¿por qué se deben evitar los collarines?",Porque no están indicados y el manejo debe ser con reposo relativo e higiene postural.
"¿Qué grado de esguince cervical se caracteriza por dolor cervical y espasmo muscular, pero sin signos físicos evidentes?",Grado I.
"¿Qué grado de la clasificación de esguince cervical implica la presencia de síntomas, signos y clínica neurológica?",Grado III.
¿Cuál es el estudio de imagen indicado para un esguince cervical grado III?,"TAC, RM, mielografía o discografía."
"¿En qué consiste la prueba del ""paso de cuerda floja"" para evaluar el esguince cervical?",El paciente camina despacio por 3 metros sobre una línea recta.
¿Qué meta se busca alcanzar en la Fase 1 (1-4 días) del tratamiento del esguince cervical?,Reducir el dolor y disminuir las cargas.
¿Qué fármacos de primera línea se recomiendan para el manejo del dolor en el esguince cervical?,AINES combinados con Inhibidores de la Bomba de Protones (IBP).
"En la fractura de diáfisis de radio y cúbito en adultos, ¿cuándo se considera candidato a tratamiento quirúrgico?","En fracturas de Galeazzi, Monteggia, expuestas o asociadas a síndrome compartimental."
¿Cuál es el tiempo estimado de recuperación para una fractura de diáfisis de húmero?,De 8 a 16 semanas.
